"district","school","id","year","grads","college","mncollege","remedial"
"Inver Grove Heights Schools","SIMLEY SENIOR HIGH","0199-01-026",2008,230,199,152,49
"Inver Grove Heights Schools","SIMLEY SENIOR HIGH","0199-01-026",2009,206,183,127,42
"Inver Grove Heights Schools","SIMLEY SENIOR HIGH","0199-01-026",2010,246,213,147,56
"Inver Grove Heights Schools","SIMLEY SENIOR HIGH","0199-01-026",2011,228,192,145,43
"Inver Grove Heights Schools","SIMLEY SENIOR HIGH","0199-01-026",2012,209,182,138,31
"Isle Public School District","ISLE SECONDARY","0473-01-020",2006,37,22,18,"fewer than 10"
"Isle Public School District","ISLE SECONDARY","0473-01-020",2007,31,23,22,"fewer than 10"
"Isle Public School District","ISLE SECONDARY","0473-01-020",2008,45,25,23,"fewer than 10"
"Isle Public School District","ISLE SECONDARY","0473-01-020",2009,35,25,21,"fewer than 10"
"Isle Public School District","ISLE SECONDARY","0473-01-020",2010,36,30,24,10
"Isle Public School District","ISLE SECONDARY","0473-01-020",2011,23,15,14,"fewer than 10"
"Isle Public School District","ISLE SECONDARY","0473-01-020",2012,30,20,20,10
"Ivanhoe Public School District","LINCOLN SECONDARY","0403-01-020",2006,36,31,24,"fewer than 10"
"Ivanhoe Public School District","LINCOLN SECONDARY","0403-01-020",2007,26,20,"fewer than 10","fewer than 10"
"Ivanhoe Public School District","LINCOLN SECONDARY","0403-01-020",2008,32,22,14,"fewer than 10"
"Ivanhoe Public School District","LINCOLN SECONDARY","0403-01-020",2009,23,19,12,"fewer than 10"
"Ivanhoe Public School District","LINCOLN SECONDARY","0403-01-020",2010,23,19,10,"fewer than 10"
"Ivanhoe Public School District","LINCOLN SECONDARY","0403-01-020",2011,28,25,"fewer than 10","fewer than 10"
"Ivanhoe Public School District","LINCOLN SECONDARY","0403-01-020",2012,29,23,16,"fewer than 10"
"Jackson County Central School Dist.","JACKSON COUNTY CENTRAL SENIOR HIGH","2895-01-113",2006,97,82,49,10
"Jackson County Central School Dist.","JACKSON COUNTY CENTRAL SENIOR HIGH","2895-01-113",2007,106,88,54,12
"Jackson County Central School Dist.","JACKSON COUNTY CENTRAL SENIOR HIGH","2895-01-113",2008,100,75,49,10
"Jackson County Central School Dist.","JACKSON COUNTY CENTRAL SENIOR HIGH","2895-01-113",2009,66,59,34,"fewer than 10"
"Jackson County Central School Dist.","JACKSON COUNTY CENTRAL SENIOR HIGH","2895-01-113",2010,90,68,45,12
"Jackson County Central School Dist.","JACKSON COUNTY CENTRAL SENIOR HIGH","2895-01-113",2011,94,81,34,"fewer than 10"
"Jackson County Central School Dist.","JACKSON COUNTY CENTRAL SENIOR HIGH","2895-01-113",2012,76,51,22,"fewer than 10"
"Janesville-Waldorf-Pemberton","JANESVILLE-WALDORF-PEMBERTON SEC","2835-01-020",2006,39,34,31,"fewer than 10"
"Janesville-Waldorf-Pemberton","JANESVILLE-WALDORF-PEMBERTON SEC","2835-01-020",2007,40,35,31,10
"Janesville-Waldorf-Pemberton","JANESVILLE-WALDORF-PEMBERTON SEC","2835-01-020",2008,49,37,27,13
"Janesville-Waldorf-Pemberton","JANESVILLE-WALDORF-PEMBERTON SEC","2835-01-020",2009,35,27,25,"fewer than 10"
"Janesville-Waldorf-Pemberton","JANESVILLE-WALDORF-PEMBERTON SEC","2835-01-020",2010,38,29,20,"fewer than 10"
"Janesville-Waldorf-Pemberton","JANESVILLE-WALDORF-PEMBERTON SEC","2835-01-020",2011,38,32,27,"fewer than 10"
"Janesville-Waldorf-Pemberton","JANESVILLE-WALDORF-PEMBERTON SEC","2835-01-020",2012,44,38,30,14
"Jordan Public School District","JORDAN SECONDARY","0717-01-127",2006,115,82,66,"fewer than 10"
"Jordan Public School District","JORDAN SECONDARY","0717-01-127",2007,117,87,73,16
"Jordan Public School District","JORDAN SECONDARY","0717-01-127",2008,78,65,46,14
"Jordan Public School District","JORDAN SECONDARY","0717-01-127",2009,107,92,65,18
"Jordan Public School District","JORDAN SECONDARY","0717-01-127",2010,112,87,65,14
"Jordan Public School District","JORDAN SECONDARY","0717-01-127",2011,112,92,70,23
"Jordan Public School District","JORDAN SECONDARY","0717-01-127",2012,121,94,60,"fewer than 10"
"Kasson-Mantorville School District","KASSON-MANTORVILLE SENIOR HIGH","0204-01-030",2006,111,86,66,22
"Kasson-Mantorville School District","KASSON-MANTORVILLE SENIOR HIGH","0204-01-030",2007,112,92,73,19
"Kasson-Mantorville School District","KASSON-MANTORVILLE SENIOR HIGH","0204-01-030",2008,142,120,96,31
"Kasson-Mantorville School District","KASSON-MANTORVILLE SENIOR HIGH","0204-01-030",2009,129,107,88,25
"Kasson-Mantorville School District","KASSON-MANTORVILLE SENIOR HIGH","0204-01-030",2010,129,113,82,24
"Kasson-Mantorville School District","KASSON-MANTORVILLE SENIOR HIGH","0204-01-030",2011,133,114,82,24
"Kasson-Mantorville School District","KASSON-MANTORVILLE SENIOR HIGH","0204-01-030",2012,139,115,78,22
"Kelliher Public School District","KELLIHER SECONDARY","0036-01-020",2006,18,15,13,"fewer than 10"
"Kelliher Public School District","KELLIHER SECONDARY","0036-01-020",2007,12,"fewer than 10","fewer than 10","fewer than 10"
"Kelliher Public School District","KELLIHER SECONDARY","0036-01-020",2008,12,"fewer than 10","fewer than 10","fewer than 10"
"Kelliher Public School District","KELLIHER SECONDARY","0036-01-020",2009,18,"fewer than 10","fewer than 10","fewer than 10"
"Kelliher Public School District","KELLIHER SECONDARY","0036-01-020",2010,16,13,"fewer than 10","fewer than 10"
"Kelliher Public School District","KELLIHER SECONDARY","0036-01-020",2011,13,10,"fewer than 10","fewer than 10"
"Kelliher Public School District","KELLIHER SECONDARY","0036-01-020",2012,13,"fewer than 10","fewer than 10","fewer than 10"
"Kenyon-Wanamingo School District","KENYON-WANAMINGO SENIOR HIGH","2172-01-020",2006,69,48,39,"fewer than 10"
"Kenyon-Wanamingo School District","KENYON-WANAMINGO SENIOR HIGH","2172-01-020",2007,64,52,44,21
"Kenyon-Wanamingo School District","KENYON-WANAMINGO SENIOR HIGH","2172-01-020",2008,64,45,38,"fewer than 10"
"Kenyon-Wanamingo School District","KENYON-WANAMINGO SENIOR HIGH","2172-01-020",2009,64,56,36,18
"Kenyon-Wanamingo School District","KENYON-WANAMINGO SENIOR HIGH","2172-01-020",2010,55,43,33,16
"Kenyon-Wanamingo School District","KENYON-WANAMINGO SENIOR HIGH","2172-01-020",2011,44,31,23,"fewer than 10"
"Kenyon-Wanamingo School District","KENYON-WANAMINGO SENIOR HIGH","2172-01-020",2012,59,48,32,10
"Kerkhoven-Murdock-Sunburg","KERKHOVEN SECONDARY","0775-01-050",2006,37,24,20,10
"Kerkhoven-Murdock-Sunburg","KERKHOVEN SECONDARY","0775-01-050",2007,52,37,30,"fewer than 10"
"Kerkhoven-Murdock-Sunburg","KERKHOVEN SECONDARY","0775-01-050",2008,35,30,23,11
"Kerkhoven-Murdock-Sunburg","KERKHOVEN SECONDARY","0775-01-050",2009,41,28,23,"fewer than 10"
"Kerkhoven-Murdock-Sunburg","KERKHOVEN SECONDARY","0775-01-050",2010,52,39,32,12
"Kerkhoven-Murdock-Sunburg","KERKHOVEN SECONDARY","0775-01-050",2011,52,44,36,10
"Kerkhoven-Murdock-Sunburg","KERKHOVEN SECONDARY","0775-01-050",2012,26,23,18,"fewer than 10"
"Kimball Public School District","KIMBALL SECONDARY","0739-01-020",2006,69,48,43,"fewer than 10"
"Kimball Public School District","KIMBALL SECONDARY","0739-01-020",2007,58,41,37,10
"Kimball Public School District","KIMBALL SECONDARY","0739-01-020",2008,65,50,41,"fewer than 10"
"Kimball Public School District","KIMBALL SECONDARY","0739-01-020",2009,54,40,35,"fewer than 10"
"Kimball Public School District","KIMBALL SECONDARY","0739-01-020",2010,59,40,36,10
"Kimball Public School District","KIMBALL SECONDARY","0739-01-020",2011,57,37,31,10
"Kimball Public School District","KIMBALL SECONDARY","0739-01-020",2012,62,44,32,"fewer than 10"
"Kingsland Public School District","KINGSLAND SENIOR HIGH","2137-01-025",2006,74,56,39,10
"Kingsland Public School District","KINGSLAND SENIOR HIGH","2137-01-025",2007,75,54,42,14
"Kingsland Public School District","KINGSLAND SENIOR HIGH","2137-01-025",2008,63,43,31,11
"Kingsland Public School District","KINGSLAND SENIOR HIGH","2137-01-025",2009,77,60,40,16
"Kingsland Public School District","KINGSLAND SENIOR HIGH","2137-01-025",2010,51,34,27,"fewer than 10"
"Kingsland Public School District","KINGSLAND SENIOR HIGH","2137-01-025",2011,65,43,36,11
"Kingsland Public School District","KINGSLAND SENIOR HIGH","2137-01-025",2012,52,40,31,13
"Kittson Central School District","KITTSON CENTRAL SECONDARY","2171-01-030",2006,35,29,18,"fewer than 10"
"Kittson Central School District","KITTSON CENTRAL SECONDARY","2171-01-030",2007,31,28,20,"fewer than 10"
"Kittson Central School District","KITTSON CENTRAL SECONDARY","2171-01-030",2008,31,28,13,10
"Kittson Central School District","KITTSON CENTRAL SECONDARY","2171-01-030",2009,30,24,14,"fewer than 10"
"Kittson Central School District","KITTSON CENTRAL SECONDARY","2171-01-030",2010,25,23,16,"fewer than 10"
"Kittson Central School District","KITTSON CENTRAL SECONDARY","2171-01-030",2011,21,16,"fewer than 10","fewer than 10"
"Kittson Central School District","KITTSON CENTRAL SECONDARY","2171-01-030",2012,22,20,"fewer than 10","fewer than 10"
"La Crescent-Hokah School District","BLUFF COUNTRY LEARNING CENTER","0300-01-040",2006,28,"fewer than 10","fewer than 10","fewer than 10"
"La Crescent-Hokah School District","BLUFF COUNTRY LEARNING CENTER","0300-01-040",2007,25,"fewer than 10","fewer than 10","fewer than 10"
"La Crescent-Hokah School District","BLUFF COUNTRY LEARNING CENTER","0300-01-040",2008,21,"fewer than 10","fewer than 10","fewer than 10"
"La Crescent-Hokah School District","BLUFF COUNTRY LEARNING CENTER","0300-01-040",2009,35,"fewer than 10","fewer than 10","fewer than 10"
"La Crescent-Hokah School District","BLUFF COUNTRY LEARNING CENTER","0300-01-040",2010,17,"fewer than 10","fewer than 10","fewer than 10"
"La Crescent-Hokah School District","BLUFF COUNTRY LEARNING CENTER","0300-01-040",2011,14,"fewer than 10","fewer than 10","fewer than 10"
"La Crescent-Hokah School District","BLUFF COUNTRY LEARNING CENTER","0300-01-040",2012,21,"fewer than 10","fewer than 10","fewer than 10"
"La Crescent-Hokah School District","LA CRESCENT SENIOR HIGH","0300-01-020",2006,120,101,48,"fewer than 10"
"La Crescent-Hokah School District","LA CRESCENT SENIOR HIGH","0300-01-020",2007,114,96,41,"fewer than 10"
"La Crescent-Hokah School District","LA CRESCENT SENIOR HIGH","0300-01-020",2008,132,116,56,"fewer than 10"
"La Crescent-Hokah School District","LA CRESCENT SENIOR HIGH","0300-01-020",2009,129,107,52,"fewer than 10"
"La Crescent-Hokah School District","LA CRESCENT SENIOR HIGH","0300-01-020",2010,123,104,47,"fewer than 10"
"La Crescent-Hokah School District","LA CRESCENT SENIOR HIGH","0300-01-020",2011,122,102,53,"fewer than 10"
"La Crescent-Hokah School District","LA CRESCENT SENIOR HIGH","0300-01-020",2012,104,81,38,"fewer than 10"
"Lac qui Parle Valley School Dist.","LAC QUI PARLE VALLEY SECONDARY","2853-01-040",2006,85,72,60,12
"Lac qui Parle Valley School Dist.","LAC QUI PARLE VALLEY SECONDARY","2853-01-040",2007,81,69,50,12
"Lac qui Parle Valley School Dist.","LAC QUI PARLE VALLEY SECONDARY","2853-01-040",2008,103,83,61,19
"Lac qui Parle Valley School Dist.","LAC QUI PARLE VALLEY SECONDARY","2853-01-040",2009,74,69,43,11
"Lac qui Parle Valley School Dist.","LAC QUI PARLE VALLEY SECONDARY","2853-01-040",2010,67,60,41,12
"Lac qui Parle Valley School Dist.","LAC QUI PARLE VALLEY SECONDARY","2853-01-040",2011,83,72,38,14
"Lac qui Parle Valley School Dist.","LAC QUI PARLE VALLEY SECONDARY","2853-01-040",2012,56,52,30,"fewer than 10"
"Lake City Public School District","LINCOLN SECONDARY","0813-01-040",2006,114,91,65,20
"Lake City Public School District","LINCOLN SECONDARY","0813-01-040",2007,99,76,66,19
"Lake City Public School District","LINCOLN SECONDARY","0813-01-040",2008,107,89,64,22
"Lake City Public School District","LINCOLN SECONDARY","0813-01-040",2009,93,71,54,16
"Lake City Public School District","LINCOLN SECONDARY","0813-01-040",2010,98,80,57,21
"Lake City Public School District","LINCOLN SECONDARY","0813-01-040",2011,85,72,43,10
"Lake City Public School District","LINCOLN SECONDARY","0813-01-040",2012,84,73,48,18
"Lake Crystal-Wellcome Memorial","LK CRYSTAL-WELLCOME MEMORIAL SEC.","2071-01-030",2006,60,43,40,12
"Lake Crystal-Wellcome Memorial","LK CRYSTAL-WELLCOME MEMORIAL SEC.","2071-01-030",2007,71,52,44,15
"Lake Crystal-Wellcome Memorial","LK CRYSTAL-WELLCOME MEMORIAL SEC.","2071-01-030",2008,64,52,45,13
"Lake Crystal-Wellcome Memorial","LK CRYSTAL-WELLCOME MEMORIAL SEC.","2071-01-030",2009,62,46,40,10
"Lake Crystal-Wellcome Memorial","LK CRYSTAL-WELLCOME MEMORIAL SEC.","2071-01-030",2010,56,38,32,14
"Lake Crystal-Wellcome Memorial","LK CRYSTAL-WELLCOME MEMORIAL SEC.","2071-01-030",2011,62,54,47,12
"Lake Crystal-Wellcome Memorial","LK CRYSTAL-WELLCOME MEMORIAL SEC.","2071-01-030",2012,54,46,39,11
"Lake of The Woods School District","LAKE OF THE WOODS SECONDARY","0390-01-222",2006,65,45,31,"fewer than 10"
"Lake of The Woods School District","LAKE OF THE WOODS SECONDARY","0390-01-222",2007,51,44,29,"fewer than 10"
"Lake of The Woods School District","LAKE OF THE WOODS SECONDARY","0390-01-222",2008,43,30,24,"fewer than 10"
"Lake of The Woods School District","LAKE OF THE WOODS SECONDARY","0390-01-222",2009,47,35,27,"fewer than 10"
"Lake of The Woods School District","LAKE OF THE WOODS SECONDARY","0390-01-222",2010,54,35,24,11
"Lake of The Woods School District","LAKE OF THE WOODS SECONDARY","0390-01-222",2011,43,28,20,"fewer than 10"
"Lake of The Woods School District","LAKE OF THE WOODS SECONDARY","0390-01-222",2012,50,29,21,"fewer than 10"
"Lake Park Audubon School District","LAKE PARK AUDUBON SECONDARY","2889-01-020",2006,41,29,24,"fewer than 10"
"Lake Park Audubon School District","LAKE PARK AUDUBON SECONDARY","2889-01-020",2007,40,33,25,13
"Lake Park Audubon School District","LAKE PARK AUDUBON SECONDARY","2889-01-020",2008,48,35,17,"fewer than 10"
"Lake Park Audubon School District","LAKE PARK AUDUBON SECONDARY","2889-01-020",2009,40,28,23,"fewer than 10"
"Lake Park Audubon School District","LAKE PARK AUDUBON SECONDARY","2889-01-020",2010,49,35,25,"fewer than 10"
"Lake Park Audubon School District","LAKE PARK AUDUBON SECONDARY","2889-01-020",2011,31,23,16,"fewer than 10"
"Lake Park Audubon School District","LAKE PARK AUDUBON SECONDARY","2889-01-020",2012,45,31,20,"fewer than 10"
"Lake Superior Public School Dist.","KELLEY SECONDARY","0381-01-090",2006,37,28,22,"fewer than 10"
"Lake Superior Public School Dist.","KELLEY SECONDARY","0381-01-090",2007,46,34,26,"fewer than 10"
"Lake Superior Public School Dist.","KELLEY SECONDARY","0381-01-090",2009,32,21,18,"fewer than 10"
"Lake Superior Public School Dist.","KELLEY SECONDARY","0381-01-090",2010,28,23,21,"fewer than 10"
"Lake Superior Public School Dist.","KELLEY SECONDARY","0381-01-090",2011,35,22,22,"fewer than 10"
"Lake Superior Public School Dist.","KELLEY SECONDARY","0381-01-090",2012,36,24,23,"fewer than 10"
"Lake Superior Public School Dist.","TWO HARBORS SECONDARY","0381-01-200",2006,102,67,52,15
"Lake Superior Public School Dist.","TWO HARBORS SECONDARY","0381-01-200",2007,90,62,41,11
"Lake Superior Public School Dist.","TWO HARBORS SECONDARY","0381-01-200",2008,85,63,50,14
"Lake Superior Public School Dist.","TWO HARBORS SECONDARY","0381-01-200",2009,90,68,58,18
"Lake Superior Public School Dist.","TWO HARBORS SECONDARY","0381-01-200",2010,94,68,50,14
"Lake Superior Public School Dist.","TWO HARBORS SECONDARY","0381-01-200",2011,71,43,33,"fewer than 10"
"Lake Superior Public School Dist.","TWO HARBORS SECONDARY","0381-01-200",2012,96,64,58,"fewer than 10"
"Lakeview School District","LAKEVIEW SECONDARY","2167-01-020",2006,41,34,23,"fewer than 10"
"Lakeview School District","LAKEVIEW SECONDARY","2167-01-020",2007,42,39,24,"fewer than 10"
"Lakeview School District","LAKEVIEW SECONDARY","2167-01-020",2008,41,36,25,"fewer than 10"
"Lakeview School District","LAKEVIEW SECONDARY","2167-01-020",2009,44,39,30,"fewer than 10"
"Lakeview School District","LAKEVIEW SECONDARY","2167-01-020",2010,37,33,26,"fewer than 10"
"Lakeview School District","LAKEVIEW SECONDARY","2167-01-020",2011,25,21,13,"fewer than 10"
"Lakeview School District","LAKEVIEW SECONDARY","2167-01-020",2012,47,36,24,10
"Lakeville Public School District","LAKEVILLE AREA LEARNING CENTER","0194-01-590",2006,39,17,14,"fewer than 10"
"Lakeville Public School District","LAKEVILLE AREA LEARNING CENTER","0194-01-590",2007,35,17,10,"fewer than 10"
"Lakeville Public School District","LAKEVILLE AREA LEARNING CENTER","0194-01-590",2008,44,22,15,"fewer than 10"
"Lakeville Public School District","LAKEVILLE AREA LEARNING CENTER","0194-01-590",2009,24,11,"fewer than 10","fewer than 10"
"Lakeville Public School District","LAKEVILLE AREA LEARNING CENTER","0194-01-590",2010,32,14,"fewer than 10","fewer than 10"
"Lakeville Public School District","LAKEVILLE AREA LEARNING CENTER","0194-01-590",2011,36,"fewer than 10","fewer than 10","fewer than 10"
"Lakeville Public School District","LAKEVILLE AREA LEARNING CENTER","0194-01-590",2012,35,11,"fewer than 10","fewer than 10"
"Lakeville Public School District","LAKEVILLE NORTH HIGH","0194-01-028",2006,674,579,401,114
"Lakeville Public School District","LAKEVILLE NORTH HIGH","0194-01-028",2007,386,352,236,53
"Lakeville Public School District","LAKEVILLE NORTH HIGH","0194-01-028",2008,413,382,250,50
"Lakeville Public School District","LAKEVILLE NORTH HIGH","0194-01-028",2009,400,372,252,53
"Lakeville Public School District","LAKEVILLE NORTH HIGH","0194-01-028",2010,430,395,253,44
"Lakeville Public School District","LAKEVILLE NORTH HIGH","0194-01-028",2011,393,367,249,45
"Lakeville Public School District","LAKEVILLE NORTH HIGH","0194-01-028",2012,428,380,226,34
"Lakeville Public School District","LAKEVILLE SOUTH HIGH","0194-01-040",2007,383,335,240,66
"Lakeville Public School District","LAKEVILLE SOUTH HIGH","0194-01-040",2008,360,316,218,44
"Lakeville Public School District","LAKEVILLE SOUTH HIGH","0194-01-040",2009,419,379,256,55
"Lakeville Public School District","LAKEVILLE SOUTH HIGH","0194-01-040",2010,413,347,207,44
"Lakeville Public School District","LAKEVILLE SOUTH HIGH","0194-01-040",2011,431,374,232,39
"Lakeville Public School District","LAKEVILLE SOUTH HIGH","0194-01-040",2012,460,414,261,42
"Lanesboro Public School District","LANESBORO SECONDARY","0229-01-020",2006,29,19,14,"fewer than 10"
